,n,theta,r,t,target
611,6,0,2.1,1.4,7.22210682
612,6,0,2.3,0.7,21.77185393
613,6,0,2.3,1.05,23.58202299
614,6,0,2.3,1.4,1.90549201
615,6,0,2.5,0.7,24.97148829
616,6,0,2.5,1.05,30.27901031
617,6,0,2.5,1.4,1.921319615
618,6,25,1.6,0.7,1.45386602
619,6,25,1.6,1.05,1.67985751
620,6,25,1.6,1.4,2.359961675
621,6,25,1.8,0.7,2.30229922
622,6,25,1.8,1.05,3.318807365
623,6,25,1.8,1.4,2.73639597
624,6,25,2.0,0.7,4.76432071
625,6,25,2.0,1.05,4.69724476
626,6,25,2.0,1.4,5.22735781
627,6,25,2.2,0.7,7.4399274
628,6,25,2.2,1.05,11.05566429
629,6,25,2.2,1.4,8.14951516
630,6,25,2.4,0.7,14.67360446
631,6,25,2.4,1.05,14.64715217
632,6,25,2.4,1.4,24.38383386
633,6,50,1.5,0.7,0.581434425
634,6,50,1.5,1.05,0.780913535
635,6,50,1.5,1.4,0.724918585
636,6,50,1.7,0.7,1.019549845
637,6,50,1.7,1.05,1.279980775
638,6,50,1.7,1.4,0.890335145
639,6,50,1.9,0.7,2.180233015
640,6,50,1.9,1.05,2.433453355
641,6,50,1.9,1.4,1.64671733
642,6,50,2.1,0.7,4.20246107
643,6,50,2.1,1.05,4.046561015
644,6,50,2.1,1.4,4.59804905
645,6,50,2.3,0.7,4.73968986
646,6,50,2.3,1.05,4.08230125
647,6,50,2.3,1.4,17.49258419
648,6,50,2.5,0.7,8.01391438
649,6,50,2.5,1.05,22.65485255
650,6,50,2.5,1.4,10.29284302
651,6,75,1.6,0.7,0.316275755
652,6,75,1.6,1.05,1.00228558
653,6,75,1.6,1.4,1.259409195
654,6,75,1.8,0.7,0.85857833
655,6,75,1.8,1.05,0.368262385
656,6,75,1.8,1.4,2.12653032
657,6,75,2.0,0.7,1.450135035
658,6,75,2.0,1.05,1.93924519
659,6,75,2.0,1.4,2.47596343
660,6,75,2.2,0.7,2.43745487
661,6,75,2.2,1.05,3.764273615
662,6,75,2.2,1.4,17.23894601
663,6,75,2.4,0.7,2.74980348
664,6,75,2.4,1.05,6.161012775
665,6,75,2.4,1.4,16.50240024
666,6,100,1.5,0.7,1.043984375
667,6,100,1.5,1.05,0.929859555
668,6,100,1.5,1.4,1.667230665
669,6,100,1.7,0.7,1.86839673
670,6,100,1.7,1.05,1.58847147
671,6,100,1.7,1.4,2.522915755
672,6,100,1.9,0.7,1.657600975
673,6,100,1.9,1.05,2.571962555
674,6,100,1.9,1.4,13.56843395
675,6,100,2.1,0.7,1.67980929
676,6,100,2.1,1.05,13.92808819
677,6,100,2.1,1.4,15.59499058
678,6,100,2.3,0.7,16.99064027
679,6,100,2.3,1.05,16.70905174
680,6,100,2.3,1.4,14.64180982
681,6,100,2.5,0.7,20.82913473
682,6,100,2.5,1.05,19.53450837
683,6,100,2.5,1.4,21.9617933
684,6,125,1.6,0.7,1.58774253
685,6,125,1.6,1.05,1.96536155
686,6,125,1.6,1.4,1.07172349
687,6,125,1.8,0.7,13.29645001
688,6,125,1.8,1.05,14.75259793
689,6,125,1.8,1.4,2.021798275
690,6,125,2.0,0.7,1.64178562
691,6,125,2.0,1.05,17.50446985
692,6,125,2.0,1.4,15.76786807
693,6,125,2.2,0.7,20.49097717
694,6,125,2.2,1.05,18.51707968
695,6,125,2.2,1.4,24.61952226
696,6,125,2.4,0.7,22.96424488
697,6,125,2.4,1.05,18.76875767
698,6,125,2.4,1.4,21.97821605
699,6,150,1.5,0.7,0.735884685
700,6,150,1.5,1.05,0.937172305
701,6,150,1.5,1.4,17.35790708
702,6,150,1.7,0.7,1.01669435
703,6,150,1.7,1.05,14.79832094
704,6,150,1.7,1.4,19.47943298
705,6,150,1.9,0.7,0.537630855
706,6,150,1.9,1.05,16.20815219
707,6,150,1.9,1.4,17.5141618
708,6,150,2.1,0.7,14.95439099
709,6,150,2.1,1.05,17.20666344
710,6,150,2.1,1.4,14.66813147
711,6,150,2.3,0.7,14.02922575
712,6,150,2.3,1.05,18.46880396
713,6,150,2.3,1.4,14.86324414
714,6,150,2.5,0.7,20.19911768
715,6,150,2.5,1.05,18.11758006
716,6,150,2.5,1.4,17.82099566
717,6,175,1.6,0.7,14.39788533
718,6,175,1.6,1.05,23.82705059
719,6,175,1.6,1.4,4.48566731
720,6,175,1.8,0.7,16.17696459
721,6,175,1.8,1.05,17.10172416
722,6,175,1.8,1.4,22.86955112
723,6,175,2.0,0.7,17.10096512
724,6,175,2.0,1.05,17.30324628
725,6,175,2.0,1.4,16.31177215
726,6,175,2.2,0.7,19.72507122
727,6,175,2.2,1.05,19.31625969
728,6,175,2.2,1.4,12.40292786
729,6,175,2.4,0.7,20.67206613
730,6,175,2.4,1.05,18.6453617
731,6,175,2.4,1.4,14.50308112
732,6,200,1.5,0.7,13.58270496
733,6,200,1.5,1.05,16.66536236
734,6,200,1.5,1.4,17.34488347
735,6,200,1.7,0.7,16.03773862
736,6,200,1.7,1.05,21.38700344
737,6,200,1.7,1.4,8.339999845
738,6,200,1.9,0.7,17.48027602
739,6,200,1.9,1.05,19.64039634
740,6,200,1.9,1.4,24.93052827
741,6,200,2.1,0.7,20.23693665
742,6,200,2.1,1.05,19.22200277
743,6,200,2.1,1.4,26.0766163
744,6,200,2.3,0.7,20.90731185
745,6,200,2.3,1.05,20.57744419
746,6,200,2.3,1.4,18.54291755
747,6,200,2.5,0.7,25.09903317
748,6,200,2.5,1.05,23.11410977
749,6,200,2.5,1.4,22.99321612
750,8,0,1.5,0.7,1.9446332
751,8,0,1.5,1.05,1.96282795
752,8,0,1.5,1.4,2.143893625
753,8,0,1.7,0.7,3.472810065
754,8,0,1.7,1.05,3.065404435
755,8,0,1.7,1.4,3.79572566
756,8,0,1.9,0.7,13.95284194
757,8,0,1.9,1.05,8.580193305
758,8,0,1.9,1.4,8.15384786
759,8,0,2.1,0.7,19.00737704
760,8,0,2.1,1.05,20.68608874
761,8,0,2.1,1.4,1.62434588
762,8,0,2.3,0.7,21.89507745
763,8,0,2.3,1.05,1.757085215
764,8,0,2.3,1.4,1.424017165
765,8,0,2.5,0.7,24.46751917
766,8,0,2.5,1.05,1.540877455
767,8,0,2.5,1.4,1.341181375
768,8,25,1.6,0.7,5.38905503
769,8,25,1.6,1.05,5.90264023
770,8,25,1.6,1.4,6.89180886
771,8,25,1.8,0.7,7.618696405
772,8,25,1.8,1.05,9.41505298
773,8,25,1.8,1.4,11.90886521
774,8,25,2.0,0.7,11.78357118
775,8,25,2.0,1.05,15.01512353
776,8,25,2.0,1.4,14.75295729
777,8,25,2.2,0.7,17.04183149
778,8,25,2.2,1.05,28.66445513
779,8,25,2.2,1.4,33.7412304
780,8,25,2.4,0.7,21.58190069
781,8,25,2.4,1.05,36.84660789
782,8,25,2.4,1.4,1.95455938
783,8,50,1.5,0.7,0.92954519
784,8,50,1.5,1.05,0.89535553
785,8,50,1.5,1.4,1.045444615
786,8,50,1.7,0.7,1.215050635
787,8,50,1.7,1.05,2.046947545
788,8,50,1.7,1.4,2.29423402
789,8,50,1.9,0.7,2.313059155
790,8,50,1.9,1.05,3.07566036
791,8,50,1.9,1.4,2.679152695
792,8,50,2.1,0.7,4.166636315
793,8,50,2.1,1.05,6.51946287
794,8,50,2.1,1.4,4.755243245
795,8,50,2.3,0.7,6.201702715
796,8,50,2.3,1.05,6.793946615
797,8,50,2.3,1.4,9.51737332
798,8,50,2.5,0.7,10.71189652
799,8,50,2.5,1.05,23.17921309
800,8,50,2.5,1.4,1.798908325
801,8,75,1.6,0.7,2.23340016
802,8,75,1.6,1.05,2.47774116
803,8,75,1.6,1.4,2.787914895
804,8,75,1.8,0.7,2.421117005
805,8,75,1.8,1.05,3.688520175
806,8,75,1.8,1.4,4.7896747
807,8,75,2.0,0.7,6.35860395
808,8,75,2.0,1.05,12.73013662
809,8,75,2.0,1.4,21.27402599
810,8,75,2.2,0.7,22.07383703
811,8,75,2.2,1.05,21.3394019
812,8,75,2.2,1.4,27.6013942
813,8,75,2.4,0.7,25.10776541
814,8,75,2.4,1.05,25.70566987
815,8,75,2.4,1.4,31.37445519
816,8,100,1.5,0.7,1.019029305
817,8,100,1.5,1.05,1.58020915
818,8,100,1.5,1.4,14.01092007
819,8,100,1.7,0.7,1.51086271
820,8,100,1.7,1.05,15.57963557
821,8,100,1.7,1.4,4.074202785
822,8,100,1.9,0.7,17.47108114
823,8,100,1.9,1.05,21.43939518
824,8,100,1.9,1.4,13.46396952
825,8,100,2.1,0.7,22.6591346
826,8,100,2.1,1.05,25.09494934
827,8,100,2.1,1.4,23.42045223
828,8,100,2.3,0.7,22.02141722
829,8,100,2.3,1.05,33.8393769
830,8,100,2.3,1.4,27.58580287
831,8,100,2.5,0.7,28.09455674
832,8,100,2.5,1.05,25.92875706
833,8,100,2.5,1.4,38.61747719
834,8,125,1.6,0.7,1.608277095
835,8,125,1.6,1.05,1.88662548
836,8,125,1.6,1.4,1.96556581
837,8,125,1.8,0.7,18.90941071
838,8,125,1.8,1.05,18.66237893
839,8,125,1.8,1.4,16.2365994
840,8,125,2.0,0.7,19.83811912
841,8,125,2.0,1.05,19.35939402
842,8,125,2.0,1.4,16.98806743
843,8,125,2.2,0.7,23.72583282
844,8,125,2.2,1.05,23.69980874
845,8,125,2.2,1.4,20.10351489
846,8,125,2.4,0.7,27.62149392
847,8,125,2.4,1.05,23.11138859
848,8,125,2.4,1.4,22.00852282
849,8,150,1.5,0.7,14.14813405
850,8,150,1.5,1.05,15.97590274
851,8,150,1.5,1.4,14.02973265
852,8,150,1.7,0.7,17.66117801
853,8,150,1.7,1.05,17.9145985
854,8,150,1.7,1.4,24.64793279
855,8,150,1.9,0.7,21.19465207
856,8,150,1.9,1.05,25.43435805
857,8,150,1.9,1.4,22.91095971
858,8,150,2.1,0.7,24.56941835
859,8,150,2.1,1.05,29.67098499
860,8,150,2.1,1.4,31.45434378
861,8,150,2.3,0.7,29.14769093
862,8,150,2.3,1.05,24.9799802
863,8,150,2.3,1.4,22.79001114
864,8,150,2.5,0.7,30.2694805
865,8,150,2.5,1.05,26.02590333
866,8,150,2.5,1.4,22.09771915
867,8,175,1.6,0.7,14.86447757
868,8,175,1.6,1.05,15.34889878
869,8,175,1.6,1.4,17.15394636
870,8,175,1.8,0.7,19.22644436
871,8,175,1.8,1.05,22.3220811
872,8,175,1.8,1.4,21.84879449
873,8,175,2.0,0.7,20.54196691
874,8,175,2.0,1.05,26.72247017
875,8,175,2.0,1.4,23.21122474
876,8,175,2.2,0.7,23.2372288
877,8,175,2.2,1.05,26.01821757
878,8,175,2.2,1.4,19.7140267
879,8,175,2.4,0.7,25.64329154
880,8,175,2.4,1.05,26.50821912
881,8,175,2.4,1.4,19.13097189
882,8,200,1.5,0.7,19.46653587
883,8,200,1.5,1.05,17.70714249
884,8,200,1.5,1.4,20.48806195
885,8,200,1.7,0.7,22.59783182
886,8,200,1.7,1.05,17.83604297
887,8,200,1.7,1.4,26.83157947
888,8,200,1.9,0.7,21.81119228
889,8,200,1.9,1.05,22.75433722
890,8,200,1.9,1.4,37.84739581
891,8,200,2.1,0.7,24.42026279
892,8,200,2.1,1.05,22.7586222
893,8,200,2.1,1.4,20.4701461
894,8,200,2.3,0.7,28.6733806
895,8,200,2.3,1.05,21.90408288
896,8,200,2.3,1.4,19.88240753
897,8,200,2.5,0.7,30.67888973
898,8,200,2.5,1.05,20.91814908
899,8,200,2.5,1.4,18.91718213
900,10,0,1.5,0.7,2.68874185
901,10,0,1.5,1.05,3.23580922
902,10,0,1.5,1.4,2.32434983
903,10,0,1.7,0.7,5.065268035
904,10,0,1.7,1.05,2.000912255
905,10,0,1.7,1.4,2.13757049
906,10,0,1.9,0.7,18.42932606
907,10,0,1.9,1.05,1.76896569
908,10,0,1.9,1.4,2.00238821
909,10,0,2.1,0.7,25.38932774
910,10,0,2.1,1.05,2.0328948
911,10,0,2.1,1.4,1.49585066
912,10,0,2.3,0.7,2.030986995
913,10,0,2.3,1.05,1.57286967
914,10,0,2.3,1.4,1.239645215
915,10,0,2.5,0.7,32.49767929
916,10,0,2.5,1.05,1.264971665
917,10,0,2.5,1.4,1.258602205
918,10,25,1.6,0.7,3.56665632
919,10,25,1.6,1.05,4.98293583
920,10,25,1.6,1.4,5.78953103
921,10,25,1.8,0.7,7.640590115
922,10,25,1.8,1.05,8.75533431
923,10,25,1.8,1.4,7.42388148
924,10,25,2.0,0.7,9.690962805
925,10,25,2.0,1.05,15.07411102
926,10,25,2.0,1.4,14.00846764
927,10,25,2.2,0.7,26.9895793
928,10,25,2.2,1.05,29.47288901
929,10,25,2.2,1.4,27.82813159
930,10,25,2.4,0.7,40.29677286
931,10,25,2.4,1.05,36.86394767
932,10,25,2.4,1.4,1.48491208
933,10,50,1.5,0.7,1.666033325
934,10,50,1.5,1.05,1.660144715
935,10,50,1.5,1.4,1.77223072
936,10,50,1.7,0.7,2.326829455
937,10,50,1.7,1.05,2.93331449
938,10,50,1.7,1.4,2.91813294
939,10,50,1.9,0.7,4.012846955
940,10,50,1.9,1.05,6.327796025
941,10,50,1.9,1.4,4.465437585
942,10,50,2.1,0.7,7.8446652
943,10,50,2.1,1.05,18.12854522
944,10,50,2.1,1.4,9.52971548
945,10,50,2.3,0.7,25.46623344
946,10,50,2.3,1.05,21.92936174
947,10,50,2.3,1.4,1.722331425
948,10,50,2.5,0.7,29.85900814
949,10,50,2.5,1.05,1.90834218
950,10,50,2.5,1.4,1.37573093
951,10,75,1.6,0.7,2.801982435
952,10,75,1.6,1.05,3.65339209
953,10,75,1.6,1.4,4.31146103
954,10,75,1.8,0.7,14.47847228
955,10,75,1.8,1.05,13.93280176
956,10,75,1.8,1.4,17.12357983
957,10,75,2.0,0.7,19.8059104
958,10,75,2.0,1.05,20.7149298
959,10,75,2.0,1.4,22.5752033
960,10,75,2.2,0.7,19.28107221
961,10,75,2.2,1.05,28.25179018
962,10,75,2.2,1.4,29.73223526
963,10,75,2.4,0.7,25.08406986
964,10,75,2.4,1.05,35.97420333
965,10,75,2.4,1.4,30.4392378
966,10,100,1.5,0.7,2.171097245
967,10,100,1.5,1.05,2.7742289
968,10,100,1.5,1.4,15.19785445
969,10,100,1.7,0.7,16.76034382
970,10,100,1.7,1.05,20.03022914
971,10,100,1.7,1.4,15.07295208
972,10,100,1.9,0.7,21.81975966
973,10,100,1.9,1.05,20.94379548
974,10,100,1.9,1.4,23.9046485
975,10,100,2.1,0.7,30.52418574
976,10,100,2.1,1.05,33.63718715
977,10,100,2.1,1.4,24.92273536
978,10,100,2.3,0.7,33.96098349
979,10,100,2.3,1.05,27.17386938
980,10,100,2.3,1.4,2.3203321
981,10,100,2.5,0.7,29.37255341
982,10,100,2.5,1.05,29.32923957
983,10,100,2.5,1.4,1.91606742
984,10,125,1.6,0.7,11.40262133
985,10,125,1.6,1.05,13.71296025
986,10,125,1.6,1.4,12.35039804
987,10,125,1.8,0.7,18.51946331
988,10,125,1.8,1.05,18.00891086
989,10,125,1.8,1.4,15.23491936
990,10,125,2.0,0.7,28.77338471
991,10,125,2.0,1.05,27.54808572
992,10,125,2.0,1.4,30.95862624
993,10,125,2.2,0.7,31.19857197
994,10,125,2.2,1.05,29.24878965
995,10,125,2.2,1.4,39.43245728
996,10,125,2.4,0.7,32.36148769
997,10,125,2.4,1.05,28.29307961
998,10,125,2.4,1.4,25.60873108
999,10,150,1.5,0.7,14.93511849
1000,10,150,1.5,1.05,12.49228115
1001,10,150,1.5,1.4,8.683937425
1002,10,150,1.7,0.7,19.55310702
1003,10,150,1.7,1.05,13.64818818
1004,10,150,1.7,1.4,13.60503087
1005,10,150,1.9,0.7,26.96239796
1006,10,150,1.9,1.05,30.80929899
1007,10,150,1.9,1.4,36.36662791
1008,10,150,2.1,0.7,26.78225577
1009,10,150,2.1,1.05,28.73448449
1010,10,150,2.1,1.4,22.4649818
1011,10,150,2.3,0.7,31.86511689
1012,10,150,2.3,1.05,28.47801169
1013,10,150,2.3,1.4,19.52456477
1014,10,150,2.5,0.7,29.73290818
1015,10,150,2.5,1.05,20.76501874
1016,10,150,2.5,1.4,17.71773594
1017,10,175,1.6,0.7,19.03429115
1018,10,175,1.6,1.05,18.94115364
1019,10,175,1.6,1.4,22.66918814
1020,10,175,1.8,0.7,24.55388137
1021,10,175,1.8,1.05,27.76586321
1022,10,175,1.8,1.4,24.01394741
1023,10,175,2.0,0.7,24.69360456
1024,10,175,2.0,1.05,25.18533206
1025,10,175,2.0,1.4,21.50663856
1026,10,175,2.2,0.7,26.37707803
1027,10,175,2.2,1.05,20.34512214
1028,10,175,2.2,1.4,17.46738938
1029,10,175,2.4,0.7,28.4968647
1030,10,175,2.4,1.05,23.20004315
1031,10,175,2.4,1.4,1.8880219
1032,10,200,1.5,0.7,25.09012174
1033,10,200,1.5,1.05,30.34804809
1034,10,200,1.5,1.4,29.60248144
1035,10,200,1.7,0.7,24.87442237
1036,10,200,1.7,1.05,24.17798621
1037,10,200,1.7,1.4,47.68481323
1038,10,200,1.9,0.7,26.53648934
1039,10,200,1.9,1.05,20.68534785
1040,10,200,1.9,1.4,20.81778208
1041,10,200,2.1,0.7,28.88119233
1042,10,200,2.1,1.05,19.93064439
1043,10,200,2.1,1.4,15.51392334
1044,10,200,2.3,0.7,31.56649514
1045,10,200,2.3,1.05,18.30526454
1046,10,200,2.3,1.4,11.63060955
1047,10,200,2.5,0.7,34.57712647
1048,10,200,2.5,1.05,23.0289247
1049,10,200,2.5,1.4,1.861004645
1050,12,0,1.5,0.7,2.217989635
1051,12,0,1.5,1.05,2.57400154
1052,12,0,1.5,1.4,2.22740741
1053,12,0,1.7,0.7,2.798259365
1054,12,0,1.7,1.05,1.95356353
1055,12,0,1.7,1.4,1.71814353
1056,12,0,1.9,0.7,6.996048425
1057,12,0,1.9,1.05,1.638178305
1058,12,0,1.9,1.4,1.502285125
1059,12,0,2.1,0.7,8.205917015
1060,12,0,2.1,1.05,1.403615165
1061,12,0,2.1,1.4,1.28903732
1062,12,0,2.3,0.7,1.80559346
1063,12,0,2.3,1.05,1.353783275
1064,12,0,2.3,1.4,1.158633795
1065,12,0,2.5,0.7,1.51381865
1066,12,0,2.5,1.05,1.28789654
1067,12,0,2.5,1.4,1.18235387
1068,12,25,1.6,0.7,2.81568514
1069,12,25,1.6,1.05,2.39229897
1070,12,25,1.6,1.4,2.66575283
1071,12,25,1.8,0.7,10.96776871
1072,12,25,1.8,1.05,4.806190225
1073,12,25,1.8,1.4,3.765164815
1074,12,25,2.0,0.7,8.574036075
1075,12,25,2.0,1.05,9.426500365
1076,12,25,2.0,1.4,1.81290671
1077,12,25,2.2,0.7,33.4553499
1078,12,25,2.2,1.05,1.462283295
1079,12,25,2.2,1.4,1.90966783
1080,12,25,2.4,0.7,32.15487672
1081,12,25,2.4,1.05,1.6005787
1082,12,25,2.4,1.4,1.22288414
1083,12,50,1.5,0.7,3.05250575
1084,12,50,1.5,1.05,1.391692875
1085,12,50,1.5,1.4,1.58716356
1086,12,50,1.7,0.7,3.26030678
1087,12,50,1.7,1.05,6.01849178
1088,12,50,1.7,1.4,3.17396336
1089,12,50,1.9,0.7,5.90276535
1090,12,50,1.9,1.05,5.72380911
1091,12,50,1.9,1.4,15.62069471
1092,12,50,2.1,0.7,9.29026404
1093,12,50,2.1,1.05,10.60761289
1094,12,50,2.1,1.4,22.63830231
1095,12,50,2.3,0.7,17.4591797
1096,12,50,2.3,1.05,18.90567656
1097,12,50,2.3,1.4,1.74107211
1098,12,50,2.5,0.7,33.0137716
1099,12,50,2.5,1.05,2.0703271
1100,12,50,2.5,1.4,1.302218465
1101,12,75,1.6,0.7,2.43280957
1102,12,75,1.6,1.05,15.31898925
1103,12,75,1.6,1.4,2.38991713
1104,12,75,1.8,0.7,16.34781985
1105,12,75,1.8,1.05,5.086568105
1106,12,75,1.8,1.4,17.76506143
1107,12,75,2.0,0.7,17.19897909
1108,12,75,2.0,1.05,32.17184556
1109,12,75,2.0,1.4,17.65870961
1110,12,75,2.2,0.7,19.73401949
1111,12,75,2.2,1.05,27.71886967
1112,12,75,2.2,1.4,2.75804036
1113,12,75,2.4,0.7,45.48213759
1114,12,75,2.4,1.05,40.6079649
1115,12,75,2.4,1.4,1.60176982
1116,12,100,1.5,0.7,8.892414655
1117,12,100,1.5,1.05,8.88408156
1118,12,100,1.5,1.4,9.853825685
1119,12,100,1.7,0.7,11.29506672
1120,12,100,1.7,1.05,13.35318585
1121,12,100,1.7,1.4,12.72629473
1122,12,100,1.9,0.7,18.6692565
1123,12,100,1.9,1.05,20.39089823
1124,12,100,1.9,1.4,21.70844968
1125,12,100,2.1,0.7,26.18295304
1126,12,100,2.1,1.05,29.36967361
1127,12,100,2.1,1.4,39.31829259
1128,12,100,2.3,0.7,34.90977982
1129,12,100,2.3,1.05,40.4790107
1130,12,100,2.3,1.4,1.843159445
1131,12,100,2.5,0.7,37.66667776
1132,12,100,2.5,1.05,37.06981261
1133,12,100,2.5,1.4,1.70377423
1134,12,125,1.6,0.7,13.71977862
1135,12,125,1.6,1.05,14.92099437
1136,12,125,1.6,1.4,12.07112258
1137,12,125,1.8,0.7,29.34213915
1138,12,125,1.8,1.05,22.95483198
1139,12,125,1.8,1.4,21.35987436
1140,12,125,2.0,0.7,33.82786567
1141,12,125,2.0,1.05,37.20733246
1142,12,125,2.0,1.4,38.36510421
1143,12,125,2.2,0.7,32.78833207
1144,12,125,2.2,1.05,33.16625308
1145,12,125,2.2,1.4,23.75170673
1146,12,125,2.4,0.7,35.76095873
1147,12,125,2.4,1.05,24.95509839
1148,12,125,2.4,1.4,2.37460567
1149,12,150,1.5,0.7,20.43303825
1150,12,150,1.5,1.05,18.19801116
1151,12,150,1.5,1.4,16.36990424
1152,12,150,1.7,0.7,27.56463097
1153,12,150,1.7,1.05,28.86626493
1154,12,150,1.7,1.4,21.9534511
1155,12,150,1.9,0.7,27.43718607
1156,12,150,1.9,1.05,43.81693055
1157,12,150,1.9,1.4,41.89631514
1158,12,150,2.1,0.7,30.01685387
1159,12,150,2.1,1.05,26.98313765
1160,12,150,2.1,1.4,15.82714667
1161,12,150,2.3,0.7,30.81267184
1162,12,150,2.3,1.05,20.01687814
1163,12,150,2.3,1.4,2.280350995
1164,12,150,2.5,0.7,33.55520108
1165,12,150,2.5,1.05,15.7435385
1166,12,150,2.5,1.4,1.573343915
1167,12,175,1.6,0.7,24.70855653
1168,12,175,1.6,1.05,28.30756993
1169,12,175,1.6,1.4,38.70371517
1170,12,175,1.8,0.7,30.44194607
1171,12,175,1.8,1.05,46.28138168
1172,12,175,1.8,1.4,46.04167205
1173,12,175,2.0,0.7,30.24429189
1174,12,175,2.0,1.05,20.9950382
1175,12,175,2.0,1.4,14.31680707
1176,12,175,2.2,0.7,31.34408471
1177,12,175,2.2,1.05,17.33874133
1178,12,175,2.2,1.4,1.629345795
1179,12,175,2.4,0.7,36.03900898
1180,12,175,2.4,1.05,10.59665846
1181,12,175,2.4,1.4,2.74636211
1182,12,200,1.5,0.7,32.69642057
1183,12,200,1.5,1.05,32.67447181
1184,12,200,1.5,1.4,39.71127057
1185,12,200,1.7,0.7,30.81942151
1186,12,200,1.7,1.05,20.98843555
1187,12,200,1.7,1.4,51.54260273
1188,12,200,1.9,0.7,29.9102573
1189,12,200,1.9,1.05,17.01436909
1190,12,200,1.9,1.4,8.28854607
1191,12,200,2.1,0.7,33.25790557
1192,12,200,2.1,1.05,11.36837164
1193,12,200,2.1,1.4,1.570382565
1194,12,200,2.3,0.7,34.8912318
1195,12,200,2.3,1.05,11.63569601
1196,12,200,2.3,1.4,1.216757475
1197,12,200,2.5,0.7,36.73641685
1198,12,200,2.5,1.05,1.52683429
1199,12,200,2.5,1.4,1.887555225
1200,6,0,1.5,0.7,0.984718805
1201,6,0,1.5,1.05,1.204278305
1202,6,0,1.5,1.4,1.66416987
1203,6,0,1.7,0.7,3.09425671
1204,6,0,1.7,1.05,2.933434265
1205,6,0,1.7,1.4,2.328659075
1206,6,0,1.9,0.7,3.576849065
1207,6,0,1.9,1.05,2.966058095
1208,6,0,1.9,1.4,6.652394795
1209,6,0,2.1,0.7,17.42102897
1210,6,0,2.1,1.05,6.771103375
1211,6,0,2.1,1.4,7.735849185
